,bio,location,num_followers,num_following,num_repos,time_created,time_updated,user_id,user_name
18,I'm a game programer.I will be a very gentle game programer!,SH,19.0,27.0,23.0,2012-02-10 03:30:55,2019-03-03 07:36:26,1425676.0,wolfand11
19,,,4.0,3.0,5.0,2012-04-14 02:09:57,2019-04-21 21:07:58,1642438.0,scgy5555
20,,,0.0,0.0,1.0,2018-12-12 07:06:42,2019-03-28 00:14:31,45820276.0,qq807746024
21,,,5.0,76.0,247.0,2015-08-25 19:37:38,2019-03-25 21:05:12,13972630.0,thomposer
22,生当作人杰,China ,0.0,3.0,9.0,2017-07-27 22:55:10,2019-02-17 21:25:09,30516631.0,AniLinga
23,,BEIJING,1.0,0.0,4.0,2016-07-13 02:58:22,2019-04-17 05:34:28,20434979.0,UNHNQ
24,,,0.0,0.0,1.0,2016-06-08 05:20:42,2019-04-16 11:47:52,19817487.0,madouka
25,My name is Shi Jia a graduate from China.,,4.0,15.0,9.0,2017-03-17 01:37:49,2019-03-23 07:22:00,26477537.0,shijiatongxue
26,,Istanbul,4.0,12.0,19.0,2014-01-29 06:22:14,2019-04-04 13:59:46,6534061.0,orhmeh09
27,,"Beijing,China",6.0,12.0,62.0,2014-06-01 20:15:19,2019-03-31 22:37:14,7763696.0,oaksharks
28,,"Haidian, Beijing",2.0,6.0,86.0,2016-09-28 19:58:32,2019-04-16 07:54:20,22510709.0,AndrewTseZhou
29,🐱‍💻Study in HPU.,China,0.0,0.0,4.0,2018-02-03 08:37:13,2019-04-10 03:45:31,36105288.0,Dicer-Zz
30,,,3.0,6.0,9.0,2016-03-17 11:30:05,2019-03-07 18:30:00,17909462.0,lnki96
31,,,0.0,0.0,3.0,2018-11-21 03:52:32,2019-04-10 07:59:51,45227693.0,jklfl
32,,,0.0,12.0,3.0,2019-02-21 06:57:06,2019-03-04 22:30:29,47854660.0,gxsoar
33,,BeiJing,15.0,23.0,18.0,2011-08-22 08:20:17,2019-03-27 21:00:38,996319.0,erhu
34,Front-end Engineer,,0.0,4.0,9.0,2018-11-23 04:03:39,2019-04-18 20:04:03,45284685.0,CHENXINNN
35,,,0.0,0.0,7.0,2016-06-19 23:51:53,2019-02-25 07:52:47,20036821.0,ZYao123
36,,,4.0,3.0,8.0,2014-04-10 10:59:27,2019-04-14 04:11:56,7253061.0,Xooone47
37,,,0.0,0.0,1.0,2016-11-22 01:14:39,2019-03-28 00:14:25,23650292.0,BluesC
38,,苏州,0.0,0.0,13.0,2016-01-07 08:56:54,2019-03-11 08:24:56,16594320.0,CoderZZHe
39,,,0.0,0.0,1.0,2016-06-12 03:48:38,2017-07-07 03:52:20,19887237.0,moyuqing
40,,,0.0,0.0,0.0,2018-01-11 01:11:15,2019-03-12 19:54:10,35324624.0,zjtsz
41,,,8.0,2.0,28.0,2014-12-20 07:25:17,2019-04-02 23:47:42,10252447.0,sxs2473
42,"Show your style, help you and me~","Shanghai, China",2.0,11.0,20.0,2013-04-14 22:23:25,2019-03-18 00:22:14,4156606.0,yidianier
43,Geek & Hacker,,9.0,15.0,94.0,2015-07-24 10:57:36,2019-03-17 02:35:04,13486321.0,lishiyun19
44,,,0.0,0.0,18.0,2017-07-13 23:37:18,2019-04-03 08:58:02,30168245.0,pmm0316
45,,,0.0,0.0,2.0,2019-03-16 09:06:27,2019-03-16 09:06:27,48624090.0,wshuai294
46,,,0.0,0.0,55.0,2017-02-12 04:31:20,2019-04-12 22:26:14,25719441.0,politicalcode
47,,,2.0,6.0,16.0,2017-02-23 10:47:47,2019-03-09 04:38:20,25984917.0,Jokehanj
48,,,1.0,0.0,5.0,2017-08-03 21:22:56,2019-03-28 00:35:01,30711062.0,yanzexu
49,,,0.0,9.0,7.0,2014-06-16 00:51:56,2019-04-06 11:11:52,7898924.0,Cappuccino2014
50,,,0.0,0.0,19.0,2016-10-28 08:52:47,2019-03-13 01:33:20,23122313.0,fjj19951017
51,一个前端,"Fuzhou City, Fujian Province, China",6.0,24.0,3.0,2016-04-12 21:33:59,2019-04-21 03:42:38,18433081.0,RainesQiu
52,人生苦短，我用python,,5.0,30.0,16.0,2015-12-12 01:09:51,2019-04-08 19:54:19,16264335.0,luointo
53,,"Beijing, China",45.0,150.0,71.0,2011-05-11 21:09:38,2019-04-13 21:48:23,782871.0,aztack
54,,,2.0,6.0,18.0,2016-09-13 03:27:40,2019-04-19 12:03:09,22168015.0,goodgayw
55,Just a code lover.,BeiJing,10.0,87.0,60.0,2014-07-28 19:57:47,2019-04-11 21:38:10,8294666.0,EasonFeng5870
56,,,0.0,0.0,0.0,2019-03-28 00:12:09,2019-03-28 00:12:09,49014899.0,PatricIsMe
57,,,0.0,1.0,20.0,2017-05-05 09:31:56,2019-04-02 09:07:46,28446503.0,dengyouquan
58,,,1.0,2.0,10.0,2018-03-23 05:54:54,2019-02-20 05:02:18,37695448.0,YeBug
59,,,0.0,0.0,2.0,2017-09-06 03:49:21,2019-04-18 05:44:40,31689514.0,xljsh
60,,,3.0,10.0,38.0,2015-07-27 08:38:21,2019-04-07 22:13:22,13522185.0,zcfsmile
61,,,0.0,7.0,15.0,2013-10-28 02:53:01,2019-04-09 20:07:26,5791961.0,YZWLEO
62,,Js.N.,1.0,0.0,12.0,2015-08-26 04:42:04,2019-04-09 10:50:08,13979159.0,zyimm
63,corder,,0.0,0.0,5.0,2017-04-01 06:40:02,2019-03-20 20:55:36,26836752.0,eatnoodlenosoup
64,,,0.0,2.0,9.0,2015-07-08 00:06:19,2019-04-19 03:36:03,13231437.0,bshumaster
65,,,2.0,2.0,5.0,2019-02-13 02:12:46,2019-03-10 00:42:43,47589484.0,verysi
66,,,0.0,1.0,1.0,2014-11-11 22:55:21,2019-02-18 02:39:03,9688857.0,cjq57888
67,,,1.0,0.0,18.0,2017-03-23 08:50:22,2019-03-20 02:38:02,26627341.0,aim-leo
68,,,0.0,3.0,0.0,2017-07-13 06:43:10,2019-03-29 06:17:00,30148082.0,mengya22
69,,,0.0,0.0,0.0,2015-02-07 04:19:46,2019-03-28 00:14:52,10894532.0,ideal1989
70,"learn, and be better！",Beijing China,1.0,12.0,11.0,2015-12-13 20:34:36,2019-04-09 11:42:02,16282110.0,LvChongStudio
71,,,0.0,1.0,8.0,2018-11-14 01:17:39,2019-04-11 06:35:30,45027505.0,Lykit01
72,,,0.0,0.0,3.0,2016-11-20 00:38:17,2019-03-12 04:23:28,23609337.0,JackMou
73,select 'do IT' as Just,"Xiamen, China",31.0,27.0,19.0,2011-01-10 08:01:26,2019-02-25 10:46:35,555567.0,keepzero
74,,,0.0,0.0,2.0,2017-02-22 22:17:24,2019-04-15 07:46:38,25970825.0,ookaononeko
75,编码使我快乐，使我开心~,中国 上海,4.0,5.0,15.0,2016-06-14 08:42:16,2019-04-17 23:13:01,19931311.0,JustLikeU
76,对自动驾驶和车联网相关技术比较感兴趣，有共同爱好的可以加qq群：135367525 共同讨论，群内包含很多相关技术资料，和国内外发展现状调查报告。,,1.0,14.0,29.0,2016-05-28 08:50:51,2019-04-16 03:43:28,19623957.0,1329778364
77,cn dota best dota,,1.0,0.0,2.0,2016-06-29 17:22:37,2019-03-28 00:24:20,20214538.0,just2011lin
78,,,0.0,0.0,0.0,2015-04-14 20:48:02,2019-03-28 00:11:22,11953437.0,scying
79,,,0.0,0.0,12.0,2014-06-18 07:55:56,2019-01-31 03:36:52,7923304.0,fanxiaofan
80,,,0.0,1.0,5.0,2014-07-13 09:07:47,2019-02-11 20:59:19,8150148.0,hgq520
81,,,0.0,0.0,8.0,2017-08-25 04:21:13,2019-03-29 04:28:14,31342650.0,kklzu
82,,,0.0,1.0,10.0,2016-01-30 21:06:17,2019-04-15 04:49:13,16981252.0,liu-yiwei
83,,ShangHai,6.0,23.0,4.0,2014-12-16 09:02:52,2019-03-22 07:05:58,10209135.0,peteryuanpan
84,,,0.0,0.0,2.0,2016-12-27 23:52:53,2019-04-16 00:28:55,24803394.0,Sun-Hongbin
85,,,0.0,13.0,8.0,2017-02-06 20:09:27,2019-04-18 20:05:32,25599122.0,bamboopu
86,,"Hefei, China",1.0,21.0,10.0,2013-12-30 22:19:59,2019-03-30 09:50:12,6290700.0,KingkongWang
87,,,1.0,1.0,24.0,2014-07-23 03:48:39,2019-03-05 06:38:10,8244049.0,youtoou2
88,,,1.0,10.0,5.0,2011-09-23 02:25:13,2019-03-28 20:03:43,1073214.0,wbgentleman
89,Learn By Doing...,"Meerut, Uttar Pradesh, India",4.0,10.0,31.0,2016-05-12 07:24:45,2019-03-18 05:14:46,19326614.0,its-Aman
90,,,0.0,0.0,13.0,2017-06-22 02:24:20,2019-03-28 00:44:41,29622634.0,catfish0411
91,慢慢的慢慢的,浙江省杭州市滨江区,0.0,0.0,8.0,2017-03-04 08:21:58,2019-02-28 09:41:06,26185059.0,eastFang
92,,,0.0,0.0,14.0,2015-04-02 05:00:20,2019-03-28 00:14:18,11769483.0,flin227
93,,"Hangzhou, China",14.0,64.0,34.0,2014-10-23 03:01:53,2019-04-01 04:26:35,9363528.0,Rcong
94,,,2.0,15.0,33.0,2013-01-21 08:25:58,2019-04-14 11:44:35,3329015.0,fuyb
95,,,0.0,0.0,1.0,2018-01-13 21:59:05,2018-12-29 09:58:36,35413092.0,EvanZ0423
96,,,0.0,1.0,1.0,2015-11-27 06:02:14,2019-03-25 08:02:32,16045770.0,SummerPassion
97,,,16.0,233.0,1064.0,2012-06-09 01:54:21,2019-03-19 00:18:41,1832802.0,tianguanghui
98,"An front-end developer, keep exploring.","Shenzhen, China",248.0,64.0,18.0,2013-03-17 05:53:40,2019-03-21 03:37:45,3889523.0,lijy91
99,,,0.0,0.0,1.0,2017-08-27 04:52:28,2019-04-16 21:00:20,31383776.0,Snipergao820
100,,,0.0,0.0,9.0,2014-10-08 00:15:52,2019-04-18 10:47:24,9068742.0,sheepyu
101,,,0.0,0.0,15.0,2018-10-22 07:03:36,2019-04-12 00:49:13,44366422.0,gxstax
102,,Wuhan,1.0,7.0,6.0,2018-07-22 01:09:14,2019-02-11 02:54:01,41532959.0,hoasxyz
103,,,7.0,17.0,22.0,2014-12-02 21:31:56,2019-02-17 08:49:08,10055237.0,ZeroDY
104,,,0.0,0.0,2.0,2016-09-05 20:17:59,2019-01-15 00:22:58,22016573.0,chenguangjiu
105,,,2.0,6.0,38.0,2013-01-24 04:00:04,2019-04-19 20:54:32,3367150.0,l1000965431
106,"This guy is lazy and doesn't write anything.
",Shanghai China,0.0,6.0,2.0,2015-09-22 04:02:13,2019-03-28 20:32:48,14746323.0,yooha
107,,,0.0,0.0,2.0,2015-10-26 22:13:31,2019-03-28 00:15:29,15335671.0,hu31166
108,Light vies with darkness.,The Great PRC,42.0,141.0,30.0,2015-05-02 10:53:25,2019-04-16 01:05:10,12211460.0,tigert1998
109,Head of BuGMakers,CHINA,13.0,80.0,48.0,2013-09-04 09:47:26,2019-04-15 22:15:59,5382942.0,BruceOuyang
110,关注C++、Python,"Changsha, China",18.0,6.0,16.0,2015-10-15 02:11:41,2019-04-19 19:29:01,15137359.0,itisyang
111,,,1.0,5.0,9.0,2014-09-14 20:33:14,2019-04-11 23:59:50,8772572.0,chutian0610
112,?,chengdu,0.0,1.0,29.0,2017-01-17 00:57:27,2019-03-25 04:47:44,25167742.0,NeverMore-KL
113,,,0.0,0.0,0.0,2019-03-28 00:14:27,2019-03-28 00:15:48,49014953.0,murray-xie
114,Software Engineer,Beijing,8.0,0.0,3.0,2014-05-01 02:32:24,2019-04-20 06:47:10,7456501.0,morningf
115,,"Nanjing, China",29.0,7.0,5.0,2015-03-14 21:20:17,2019-03-28 02:56:36,11482590.0,SNTD
116,,,0.0,1.0,6.0,2017-04-02 03:22:28,2019-03-19 23:40:57,26850081.0,soloemperor
117,,,5.0,3.0,24.0,2015-08-31 15:37:20,2019-04-13 21:32:00,14061819.0,wszk1992
118,Ph.D. candidate in Software Engineering,China,10.0,0.0,9.0,2014-07-06 21:06:21,2019-03-28 09:44:33,8084978.0,tomgu1991
119,,,1.0,2.0,13.0,2016-04-19 04:21:32,2019-03-26 01:43:21,18549598.0,LoveHikari
120,,,2.0,5.0,5.0,2014-11-18 21:41:44,2019-03-19 19:09:38,9835984.0,Raven-D
121,Nothing is impossible to a willing heart.,,9.0,11.0,5.0,2016-07-30 12:08:12,2019-04-19 21:38:12,20743536.0,zzycreate
122,,China SuZhou,0.0,0.0,5.0,2018-04-24 07:01:36,2019-03-10 22:08:48,38691481.0,zhusi94
123,,,0.0,0.0,4.0,2015-05-20 04:34:13,2019-01-24 00:44:48,12526820.0,FFcsusing
124,,,0.0,0.0,4.0,2018-10-22 21:55:54,2019-03-28 00:11:06,44387355.0,lpy0825
125,"观乎天文以察时变, 观乎人文以化成天下...... ",中国.湖北.武汉,12.0,30.0,17.0,2014-06-12 03:13:41,2019-03-28 00:16:13,7868304.0,hanlyjiang
126,,,0.0,10.0,10.0,2018-04-01 09:41:16,2019-02-12 01:05:55,37980416.0,xiaofu01
127,You know nothing.,,7.0,11.0,16.0,2016-09-18 06:11:26,2019-03-21 00:34:47,22274131.0,YanQinYuan
128,,China Beijing,4.0,14.0,25.0,2012-06-13 06:21:27,2019-03-11 05:12:18,1846168.0,milkwine
129,,,1.0,1.0,1.0,2016-10-28 03:49:37,2019-04-19 21:08:01,23117173.0,hxbj
130,,CS,3.0,13.0,12.0,2015-04-02 05:06:56,2019-04-10 10:55:45,11769548.0,nicxzq
131,,,0.0,0.0,1.0,2018-08-13 06:07:23,2019-04-03 05:09:24,42342939.0,Goodmarkets
132,this man is lazy,,1.0,2.0,1.0,2016-07-09 07:30:00,2019-03-27 05:19:25,20369982.0,duke-james
133,,,0.0,0.0,3.0,2018-04-09 09:09:45,2019-03-18 22:52:40,38218050.0,Spectre-m
134,"Machine Learning
&
Neuroscience",Greater New York City Area,4.0,20.0,28.0,2013-07-19 06:10:57,2019-04-17 09:31:05,5046690.0,yueqiw
135,Details determine success or failure ,HangZhou / China,221.0,222.0,34.0,2016-03-23 05:58:17,2019-04-21 20:47:21,18028533.0,Kelichao
136,Web Developer,DaLian,2.0,9.0,9.0,2015-11-29 22:49:18,2019-03-26 07:46:13,16075983.0,bosspan
137,,,3.0,1.0,13.0,2016-06-07 22:33:39,2019-03-25 09:38:29,19811244.0,mxsl-gr
138,learn more，see more，do more.,北京,0.0,0.0,16.0,2016-12-10 21:51:05,2019-04-10 05:23:35,24501424.0,yizeruier1
139,,,0.0,1.0,18.0,2015-05-06 22:16:43,2019-02-24 20:04:10,12286863.0,Silence7e
140,,,0.0,0.0,3.0,2017-04-16 20:53:40,2019-04-19 19:09:30,27656004.0,channol
141,,,0.0,0.0,1.0,2018-08-02 09:21:36,2019-04-08 04:15:11,42038472.0,EHie
142,,,21.0,91.0,11.0,2011-08-19 03:17:54,2019-04-18 01:23:26,990565.0,renqHIT
143,#soccer,Shanghai,16.0,27.0,19.0,2016-08-11 09:46:57,2019-04-12 20:44:15,20972647.0,Mooonside
144,,,0.0,7.0,8.0,2016-09-06 23:38:47,2019-04-03 04:15:48,22044151.0,Queen-v
145,,,0.0,0.0,0.0,2018-09-06 03:08:34,2019-03-28 00:31:02,43029227.0,turboCai
146,,,0.0,2.0,2.0,2017-03-09 01:22:06,2019-03-20 02:11:41,26294676.0,bendanzzc
147,,,1.0,0.0,11.0,2016-11-07 02:59:27,2019-03-29 03:09:45,23307793.0,TjSanshao
148,"Are you writing the code ? 
no. I'm writing poem.",,0.0,10.0,14.0,2017-11-03 04:23:43,2019-03-19 10:10:22,33345078.0,lgxisbb
149,,"beijing,china",1.0,11.0,11.0,2016-07-05 09:45:55,2019-04-07 20:03:41,20302527.0,sjingye
150,"iOS/C/C++ dev, using Python, working in Google as an intern, interested in Arduino/Unity/Unreal, VR/AR","Mountain View, CA",61.0,81.0,22.0,2015-01-22 21:26:55,2019-04-18 09:36:07,10663723.0,BichengLUO
151,,,5.0,6.0,3.0,2014-08-18 02:56:11,2019-03-21 02:18:23,8477259.0,jinyichao
152,,,0.0,0.0,0.0,2019-01-25 02:38:03,2019-03-28 00:16:18,47023766.0,jjjbleach
153,,,0.0,0.0,0.0,2019-03-16 22:49:59,2019-03-30 00:01:50,48638250.0,lyx0599
154,,Hangzhou,21.0,54.0,6.0,2013-05-23 20:45:06,2019-04-04 22:48:57,4514911.0,jacky-jiang
155,,,2.0,0.0,36.0,2015-06-10 00:09:16,2019-03-11 21:27:01,12824514.0,liuqingliu
156,,,5.0,5.0,9.0,2014-12-17 22:03:01,2019-04-10 03:45:11,10227937.0,zhaoke0513
157,,,0.0,1.0,5.0,2016-05-29 05:48:51,2019-03-15 02:40:03,19633202.0,ShuoZhang111
158,,Beijing,0.0,3.0,1.0,2016-07-05 04:52:50,2019-04-06 20:40:32,20297872.0,FDUZS
159,,,1.0,0.0,4.0,2017-03-05 05:35:36,2019-04-17 10:47:57,26198875.0,ChenyangGao
160,,,3.0,8.0,6.0,2015-12-11 05:13:58,2019-03-28 00:16:48,16253860.0,ibullet-chzn
161,Web developer,"Shanghai,China",30.0,7.0,13.0,2013-10-24 02:33:23,2019-04-19 08:20:15,5763301.0,Nihiue
162,,,2.0,0.0,19.0,2013-02-04 02:39:08,2019-04-16 02:05:16,3469194.0,top3372
163,,,0.0,0.0,2.0,2018-01-31 23:17:04,2019-03-31 03:41:57,36023845.0,Zzoser
164,Have a nice day,,7.0,9.0,39.0,2015-12-27 02:42:51,2018-12-02 08:49:03,16450357.0,DiggingSteve
165,跳钢管舞,,3.0,5.0,74.0,2018-03-15 10:52:08,2019-04-17 09:39:02,37412816.0,liupengzhouyi
166,Live and learn,China,2.0,3.0,6.0,2018-04-03 09:18:24,2019-04-12 02:11:39,38043274.0,zxc0406
167,I am a dedicated coder.,Beijing,1.0,12.0,8.0,2015-04-09 08:35:03,2019-04-06 23:33:20,11871792.0,xu0xyc
168,,,12.0,40.0,11.0,2017-10-19 09:24:33,2019-04-06 09:46:58,32933986.0,XunGong99
169,,,0.0,0.0,0.0,2017-09-21 02:34:24,2019-03-28 00:16:59,32158060.0,hqq888
170,,,0.0,0.0,3.0,2018-01-20 09:12:09,2019-03-24 07:27:19,35630853.0,htbeker
171,,,0.0,0.0,12.0,2016-11-02 04:50:37,2019-03-12 21:29:21,23210978.0,lxlyjss
172,,,3.0,1.0,10.0,2014-11-29 13:20:29,2019-02-24 20:33:20,10002169.0,linyuchen
173,,,0.0,0.0,4.0,2015-10-26 03:38:11,2019-04-09 00:05:07,15320861.0,WuYixiao
174,,,1.0,0.0,4.0,2019-03-24 07:54:02,2019-03-27 00:42:45,48883112.0,flutterhue
175,,,0.0,2.0,3.0,2018-07-30 20:32:56,2019-04-17 21:50:09,41931905.0,q964385822
176,,,0.0,0.0,13.0,2016-06-11 02:56:02,2019-04-04 21:40:38,19870182.0,wanglei-github
177,,,0.0,3.0,12.0,2014-07-24 03:17:50,2019-04-18 11:31:54,8254746.0,pigbrother
178,学无止境,北京,3.0,0.0,4.0,2017-05-16 22:50:59,2019-04-09 21:53:11,28746969.0,tryharderAgain
179,,Chengdu Sichuan,5.0,8.0,31.0,2013-11-08 03:40:16,2019-04-19 20:26:55,5886720.0,JingBin4679
180,,,0.0,3.0,13.0,2017-11-10 09:59:44,2019-03-05 01:05:51,33550796.0,x54256
181,,,0.0,1.0,4.0,2015-05-19 20:23:29,2019-02-20 06:17:24,12521372.0,y1281010069
182,,,0.0,0.0,3.0,2017-06-25 23:46:53,2019-04-04 10:01:07,29699492.0,daichengxu
183,Stay Hungry . Stay Foolish.,北京,4.0,17.0,16.0,2016-04-11 02:14:34,2019-04-21 21:32:23,18391858.0,GintamaLife
184,,,5.0,19.0,3.0,2015-12-24 23:17:54,2019-04-09 02:22:27,16433474.0,chenweihong
185,,,0.0,5.0,11.0,2016-06-22 20:37:02,2018-09-28 10:19:44,20100968.0,Dreamfly666
186,,Shanghai,14.0,10.0,27.0,2013-01-25 11:57:26,2019-03-24 08:53:38,3383471.0,ZengyiMa
187,,,0.0,0.0,0.0,2016-04-25 21:24:52,2019-03-28 00:17:06,18671078.0,mystelove
188,,,0.0,0.0,1.0,2018-02-08 05:38:12,2019-04-20 20:13:38,36263375.0,yangtuo5541
189,,,2.0,0.0,13.0,2017-06-28 20:20:48,2019-03-28 05:52:02,29765236.0,BlossomFlowers
190,,,0.0,0.0,7.0,2012-08-08 08:52:15,2019-03-01 11:15:20,2117028.0,zeronight
191,,,0.0,0.0,1.0,2016-11-03 10:14:23,2019-03-28 00:17:13,23241174.0,BboyLilBlack
192,,,28.0,59.0,31.0,2013-06-17 20:46:26,2019-04-21 05:42:47,4723958.0,reliveyy
193,,,2.0,6.0,8.0,2013-11-26 04:00:28,2019-03-20 21:02:45,6038931.0,tidetam
194,,Hong Kong,8.0,0.0,3.0,2015-06-06 21:53:26,2019-04-08 10:29:54,12780780.0,HuiZeng
195,Travel,Beijing,0.0,1.0,2.0,2018-03-16 01:52:46,2019-04-14 22:02:48,37434519.0,Arvin2008
196,,,0.0,0.0,9.0,2017-08-22 17:25:25,2019-03-27 21:04:45,31260063.0,LvXinPeng
197,,,0.0,1.0,6.0,2018-01-02 22:52:18,2019-04-12 04:06:59,35053900.0,han123580
198,,,0.0,14.0,17.0,2017-04-08 04:31:14,2019-03-30 04:12:51,27058114.0,huangsisheng
199,,,0.0,2.0,7.0,2012-05-16 07:25:36,2019-02-19 21:25:54,1745566.0,adsl123gg
200,,,0.0,1.0,1.0,2015-08-19 21:24:45,2019-03-28 00:17:16,13879631.0,Phil413
201,,,0.0,1.0,3.0,2015-03-25 03:29:45,2019-04-08 03:27:17,11644374.0,buluowang
202,,,4.0,32.0,6.0,2016-05-20 04:22:35,2018-09-18 02:17:05,19488046.0,sharks222
203,,,0.0,0.0,9.0,2018-07-26 21:12:22,2019-03-23 06:26:08,41766762.0,wuynje
204,,,7.0,15.0,59.0,2013-10-17 00:51:23,2019-03-17 22:48:24,5706696.0,pourer
205,https://wqw547243068.github.io/2018/07/21/summary/,Beijing,15.0,33.0,71.0,2013-01-13 06:45:18,2019-03-31 00:25:46,3257257.0,wqw547243068
206,,,7.0,41.0,6.0,2016-11-16 00:09:23,2019-04-02 06:40:38,23492904.0,Jamesxiehailong
207,http://preetyname.com,Beijing China,7.0,53.0,19.0,2016-08-29 19:58:06,2019-03-28 08:01:10,21324187.0,lennokiki
208,,,11.0,6.0,20.0,2016-04-06 06:12:46,2019-04-21 11:00:13,18306279.0,Crisliu7
209,,,0.0,0.0,0.0,2019-03-27 21:01:01,2019-04-04 12:46:01,49010483.0,LLLinggg
210,learning  on the way,Shanghai,18.0,10.0,5.0,2015-11-17 01:50:13,2019-04-12 03:25:23,15884565.0,kyle2008
211,,,1.0,1.0,9.0,2015-04-01 06:41:32,2019-03-28 00:17:26,11753521.0,apriori233
212,,shanghai,0.0,3.0,10.0,2017-07-21 10:38:02,2019-02-24 03:30:22,30350479.0,windar427
213,,,1.0,0.0,11.0,2017-02-14 15:36:44,2019-02-05 10:59:23,25778928.0,cji03
214,,,0.0,6.0,26.0,2016-07-22 11:12:00,2019-04-03 10:22:09,20600816.0,saxonredhat
215,,,1.0,1.0,2.0,2018-05-04 10:02:00,2019-03-28 00:17:29,38985013.0,FollowPledge
216,,,1.0,32.0,2.0,2012-09-11 20:29:33,2019-03-23 11:25:05,2328435.0,northcamel
217,,,0.0,1.0,10.0,2015-09-27 20:02:19,2019-02-18 06:23:55,14865188.0,ryantotti
218,我想做个段子手,China Beijing,47.0,34.0,64.0,2013-04-01 05:29:44,2019-02-23 10:39:58,4025839.0,jk2K
219,,,3.0,6.0,17.0,2013-07-30 04:51:33,2019-03-28 00:16:16,5120129.0,DevHappyfeng
220,"I am an engineer, was of great interest to the front, usually love to read about blogs, books and other front-end technology;",shenzhen(深圳),3.0,5.0,12.0,2017-01-24 20:42:13,2019-04-05 03:20:25,25336063.0,shizhenbin
221,Calm down to study. Don't be blundering.,Zhejiang University,4.0,10.0,6.0,2015-10-03 22:45:40,2019-04-17 01:18:41,14960152.0,SpringHerald
222,,,0.0,0.0,1.0,2017-05-26 20:39:33,2019-04-10 23:47:48,28992340.0,lsy81212
223,,,2.0,1.0,18.0,2017-01-29 05:47:06,2019-02-17 08:47:32,25414603.0,bugaosuni59
224,,,0.0,0.0,2.0,2015-02-22 04:09:18,2019-04-16 20:13:39,11144133.0,ColorfulWolf
225,,,11.0,46.0,216.0,2015-01-09 04:37:53,2018-11-19 03:22:28,10461836.0,chuangWu
226,,,0.0,1.0,3.0,2017-07-12 02:53:14,2019-04-17 20:30:51,30108509.0,byte9527
227,,,1.0,3.0,19.0,2015-02-24 21:15:05,2019-04-02 08:54:32,11186170.0,MinWest
228,,,3.0,6.0,18.0,2014-09-17 04:11:45,2019-01-09 04:44:38,8804610.0,novenzhen
229,"tel  150 6391 3916
ffmpegging","Beijing, China",106.0,335.0,139.0,2015-09-10 22:47:54,2019-04-10 09:13:00,14228871.0,Carbs0126
230,,,7.0,128.0,2.0,2013-11-21 06:50:05,2019-04-21 11:54:18,6000515.0,lxtx021
231,,ShangHai,1.0,8.0,10.0,2013-01-15 09:39:37,2019-04-14 03:27:03,3276069.0,craca
232,Changing & Building,"Shanghai ,China",15.0,28.0,12.0,2017-08-30 09:22:36,2019-03-21 00:14:36,31480256.0,Family-TreeSY
233,IT,,1.0,3.0,31.0,2017-07-01 22:36:37,2019-04-21 21:49:10,29828701.0,hioo520
234,,,0.0,4.0,43.0,2015-12-04 12:38:35,2019-04-14 02:26:10,16156139.0,HashYang
235,,,0.0,0.0,1.0,2017-11-22 22:36:07,2018-09-11 21:22:24,33918995.0,adslbusxyc
